userId,movieId,rating,timestamp
1,6888,3.0,2005-04-02 23:55:27
1,7001,3.5,2004-09-10 03:15:01
1,7045,3.5,2005-04-02 23:50:34
1,7046,4.0,2005-04-02 23:52:14
1,7153,5.0,2005-04-02 23:30:33
1,7164,3.5,2005-04-02 23:52:03
1,7247,3.5,2005-04-02 23:52:38
1,7387,3.5,2004-09-10 03:16:01
1,7389,4.0,2005-04-02 23:54:05
1,7438,4.0,2005-04-02 23:33:09
1,7449,3.5,2005-04-02 23:56:03
1,7454,4.0,2005-04-02 23:55:08
1,7482,3.0,2005-04-02 23:29:35
1,7757,4.0,2005-04-02 23:50:19
1,8368,4.0,2005-04-02 23:48:08
1,8482,3.5,2005-04-02 23:49:41
1,8507,5.0,2004-09-10 03:13:47
1,8636,4.5,2005-04-02 23:44:53
1,8690,3.5,2005-04-02 23:33:15
1,8961,4.0,2005-04-02 23:47:09
1,31696,4.0,2005-04-02 23:49:08
2,3,4.0,2000-11-21 15:34:49
2,62,5.0,2000-11-21 15:29:58
2,70,5.0,2000-11-21 15:31:31
2,110,4.0,2000-11-21 15:30:58
2,242,3.0,2000-11-21 15:32:56
2,260,5.0,2000-11-21 15:36:54
2,266,5.0,2000-11-21 15:32:28
2,469,3.0,2000-11-21 15:29:58
2,480,5.0,2000-11-21 15:32:00
2,541,5.0,2000-11-21 15:36:54
2,589,5.0,2000-11-21 15:30:58
2,891,2.0,2000-11-21 15:36:09
2,908,4.0,2000-11-21 15:31:31
2,924,5.0,2000-11-21 15:36:54
2,1121,3.0,2000-11-21 15:29:58
2,1196,5.0,2000-11-21 15:36:54
2,1210,5.0,2000-11-21 15:29:58
2,1214,5.0,2000-11-21 15:36:54
2,1249,5.0,2000-11-21 15:31:31
2,1259,5.0,2000-11-21 15:30:59
2,1270,5.0,2000-11-21 15:36:54
2,1327,5.0,2000-11-21 15:34:06
2,1356,5.0,2000-11-21 15:29:58
2,1544,5.0,2000-11-21 15:35:43
2,1580,4.0,2000-11-21 15:32:28
2,1673,4.0,2000-11-21 15:32:56
2,1748,5.0,2000-11-21 15:36:54
2,1965,3.0,2000-11-21 15:32:00
2,1969,2.0,2000-11-21 15:36:09
2,1970,2.0,2000-11-21 15:36:09
2,1971,2.0,2000-11-21 15:35:43
2,1972,2.0,2000-11-21 15:36:09
2,1973,3.0,2000-11-21 15:35:16
2,1974,5.0,2000-11-21 15:29:58
2,1986,2.0,2000-11-21 15:36:09
2,2291,2.0,2000-11-21 15:32:28
2,2454,4.0,2000-11-21 15:35:16
2,2455,4.0,2000-11-21 15:32:00
2,2791,2.0,2000-11-21 15:30:59
2,2858,3.0,2000-11-21 15:30:59
2,2948,5.0,2000-11-21 15:30:59
2,2951,4.0,2000-11-21 15:29:58
2,3150,4.0,2000-11-21 15:32:00
2,3159,3.0,2000-11-21 15:29:58
2,3173,4.0,2000-11-21 15:34:29
2,3450,5.0,2000-11-21 15:34:06
2,3513,5.0,2000-11-21 15:30:59
2,3534,3.0,2000-11-21 15:34:49
2,3555,4.0,2000-11-21 15:32:28
2,3565,3.0,2000-11-21 15:32:56
2,3703,4.0,2000-11-21 15:36:54
2,3753,4.0,2000-11-21 15:31:31
2,3917,4.0,2000-11-21 15:32:00
2,3918,3.0,2000-11-21 15:35:43
2,3923,4.0,2000-11-21 15:35:43
2,3926,4.0,2000-11-21 15:34:49
2,3927,5.0,2000-11-21 15:32:28
2,3928,5.0,2000-11-21 15:32:56
2,3930,5.0,2000-11-21 15:35:43
2,3937,4.0,2000-11-21 15:35:16
2,3959,5.0,2000-11-21 15:30:59
3,1,4.0,1999-12-11 13:36:47
3,24,3.0,1999-12-14 12:54:08
3,32,4.0,1999-12-11 13:14:07
3,50,5.0,1999-12-11 13:13:38
3,160,3.0,1999-12-14 12:54:08
3,173,2.0,1999-12-14 12:54:59
3,175,5.0,1999-12-11 13:32:13
3,196,3.0,1999-12-14 12:52:19
3,223,5.0,1999-12-11 13:20:44
3,260,5.0,1999-12-11 13:09:02
3,316,5.0,1999-12-14 12:51:10
3,318,5.0,1999-12-11 13:09:26
3,329,5.0,1999-12-14 12:53:41
3,337,3.0,1999-12-11 13:36:06
3,440,3.0,1999-12-11 13:21:40
3,442,3.0,1999-12-14 12:53:25
3,457,5.0,1999-12-11 13:16:55
3,480,5.0,1999-12-14 12:50:20
3,490,5.0,1999-12-11 13:30:41
3,512,2.0,1999-12-14 12:53:25
3,541,5.0,1999-12-11 13:14:07
3,589,4.0,1999-12-11 07:25:08
3,593,5.0,1999-12-11 13:16:55
3,610,4.0,1999-12-11 13:41:11
3,718,3.0,1999-12-11 13:01:07
3,780,3.0,1999-12-14 12:50:20
3,788,4.0,1999-12-14 12:49:10
3,858,5.0,1999-12-11 13:01:07
3,904,5.0,1999-12-11 13:04:10
3,905,3.0,1999-12-11 13:04:54
3,919,4.0,1999-12-11 13:05:58
3,924,5.0,1999-12-11 13:10:12
3,953,5.0,1999-12-11 13:11:52
3,968,3.0,1999-12-14 12:47:38
3,1037,3.0,1999-12-14 12:52:43
3,1060,5.0,1999-12-11 13:18:30
3,1073,5.0,1999-12-11 13:20:44
3,1077,4.0,1999-12-11 13:16:07
3,1079,4.0,1999-12-11 13:09:57
3,1084,5.0,1999-12-11 13:15:03
3,1089,5.0,1999-12-11 13:05:58
3,1094,4.0,1999-12-11 13:27:58
3,1097,5.0,1999-12-11 13:29:40
3,1103,4.0,1999-12-11 13:12:25
3,1125,4.0,1999-12-11 13:26:40
3,1127,3.0,1999-12-14 12:49:44
3,1129,5.0,1999-12-14 12:49:44
3,1179,3.0,1999-12-11 13:15:03
3,1188,2.0,1999-12-11 07:25:08
3,1193,4.0,1999-12-11 13:03:40
3,1196,5.0,1999-12-11 13:10:59
3,1197,5.0,1999-12-11 13:16:55
3,1198,5.0,1999-12-11 13:09:57
3,1199,4.0,1999-12-11 13:41:11
3,1200,4.0,1999-12-11 13:20:44
3,1206,5.0,1999-12-11 13:14:07
3,1208,5.0,1999-12-11 13:07:46
3,1210,5.0,1999-12-11 13:27:36
3,1213,5.0,1999-12-11 13:08:11
3,1214,5.0,1999-12-11 13:27:36
3,1215,4.0,1999-12-14 12:47:38
3,1219,4.0,1999-12-11 13:02:51
3,1220,5.0,1999-12-11 13:35:30
3,1221,5.0,1999-12-11 13:01:34
3,1222,5.0,1999-12-11 13:20:07
3,1225,3.0,1999-12-11 13:04:54
3,1228,3.0,1999-12-11 13:03:16
3,1230,5.0,1999-12-11 13:02:28
3,1240,5.0,1999-12-11 13:35:30
3,1242,5.0,1999-12-11 13:19:38
3,1247,5.0,1999-12-11 13:04:54
3,1257,5.0,1999-12-11 13:35:10
3,1258,5.0,1999-12-11 13:15:03
3,1259,5.0,1999-12-11 13:18:12
3,1261,5.0,1999-12-11 13:20:44
3,1266,5.0,1999-12-11 13:23:51
3,1270,5.0,1999-12-11 13:41:11
3,1272,4.0,1999-12-11 13:15:24
3,1276,5.0,1999-12-11 13:08:11
3,1278,5.0,1999-12-11 13:13:00
3,1288,2.0,1999-12-11 13:03:40
3,1304,5.0,1999-12-11 13:16:55
3,1307,4.0,1999-12-11 13:15:03
3,1321,5.0,1999-12-11 13:27:01
3,1330,3.0,1999-12-11 13:31:23
3,1333,4.0,1999-12-11 13:25:18
3,1345,4.0,1999-12-11 13:25:18
3,1356,5.0,1999-12-14 12:51:10
3,1372,3.0,1999-12-14 12:50:20
3,1373,4.0,1999-12-14 12:54:32
3,1374,5.0,1999-12-11 13:42:08
3,1375,5.0,1999-12-14 12:52:19
3,1376,4.0,1999-12-11 13:41:11
3,1396,3.0,1999-12-14 12:48:22
3,1544,4.0,1999-12-14 12:53:25
3,1584,4.0,1999-12-14 12:49:44
3,1603,4.0,1999-12-14 12:51:10
3,1653,4.0,1999-12-14 12:48:50
3,1674,4.0,1999-12-11 13:25:48
3,1676,5.0,1999-12-14 12:49:44
3,1721,4.0,1999-12-11 07:25:08
3,1762,4.0,1999-12-14 12:54:32
3,1779,3.0,1999-12-14 12:52:19
3,1810,3.0,1999-12-11 13:36:06
3,1831,5.0,1999-12-14 12:54:08
3,1876,4.0,1999-12-14 12:52:43
3,1882,4.0,1999-12-14 12:54:32
3,1909,5.0,1999-12-14 12:51:36
3,1917,4.0,1999-12-14 12:52:43
3,1921,4.0,1999-12-14 12:48:22
3,2009,5.0,1999-12-14 12:48:50
3,2011,3.0,1999-12-11 07:25:08
3,2012,3.0,1999-12-14 12:53:41
3,2018,4.0,1999-12-11 13:23:10
3,2028,4.0,1999-12-11 13:19:38
3,2034,4.0,1999-12-14 12:54:59
3,2046,5.0,1999-12-14 12:51:10
3,2053,3.0,1999-12-14 12:54:59
3,2054,4.0,1999-12-14 12:52:19
3,2076,5.0,1999-12-11 13:24:43
3,2093,5.0,1999-12-11 13:41:11
3,2105,4.0,1999-12-11 13:42:08
3,2117,5.0,1999-12-11 13:20:44
3,2118,5.0,1999-12-11 07:25:08
3,2140,4.0,1999-12-14 12:49:44
3,2150,5.0,1999-12-11 13:30:01
3,2236,4.0,1999-12-11 13:18:12
3,2288,5.0,1999-12-11 13:41:11
3,2311,4.0,1999-12-11 13:42:09
3,2329,4.0,1999-12-11 13:25:48
3,2366,4.0,1999-12-11 13:18:30
3,2371,4.0,1999-12-11 13:28:35
3,2391,5.0,1999-12-11 13:16:55
3,2407,4.0,1999-12-14 12:51:36
3,2428,4.0,1999-12-14 12:51:10
3,2448,5.0,1999-12-11 07:36:23
3,2455,4.0,1999-12-11 13:42:09
3,2505,4.0,1999-12-11 07:36:23
3,2528,4.0,1999-12-14 12:49:44
3,2529,5.0,1999-12-14 12:48:00
3,2530,4.0,1999-12-14 12:52:19
3,2531,3.0,1999-12-14 12:50:20
3,2532,4.0,1999-12-14 12:52:43
3,2533,3.0,1999-12-14 12:48:22
3,2541,1.0,1999-12-11 07:30:41
3,2551,4.0,1999-12-11 13:23:30
3,2567,3.0,1999-12-11 07:34:14
3,2571,5.0,1999-12-14 12:47:38
3,2574,3.0,1999-12-11 07:37:57
3,2613,4.0,1999-12-14 12:50:20
3,2615,4.0,1999-12-14 12:53:25
3,2628,5.0,1999-12-14 12:52:19
3,2640,4.0,1999-12-14 12:48:50
3,2642,3.0,1999-12-14 12:54:59
3,2643,1.0,1999-12-14 12:54:59
3,2657,3.0,1999-12-14 12:48:50
3,2662,3.0,1999-12-14 12:47:38
3,2668,4.0,1999-12-14 12:54:08
3,2676,1.0,1999-12-11 07:30:05
3,2694,4.0,1999-12-11 07:37:35
3,2699,3.0,1999-12-14 12:51:10
3,2710,5.0,1999-12-11 07:30:05
3,2722,4.0,1999-12-11 07:34:14
3,2750,4.0,1999-12-11 13:20:44
3,2788,5.0,1999-12-11 13:21:56
3,2791,5.0,1999-12-11 13:07:46
3,2797,4.0,1999-12-11 13:29:40
3,2808,4.0,1999-12-14 12:54:32
3,2857,3.0,1999-12-11 07:30:05
3,2872,5.0,1999-12-11 13:44:58
3,2900,3.0,1999-12-14 12:50:20
3,2901,3.0,1999-12-14 12:49:44
3,2916,4.0,1999-12-14 12:48:50
3,2918,5.0,1999-12-11 13:21:40
3,2947,4.0,1999-12-11 13:36:47
3,2948,4.0,1999-12-11 13:27:44
3,2949,4.0,1999-12-11 13:29:40
3,2968,5.0,1999-12-11 13:41:12
3,2985,5.0,1999-12-11 13:42:09
3,2986,2.0,1999-12-14 12:54:08
3,3033,5.0,1999-12-11 13:42:09
3,3039,5.0,1999-12-11 13:33:09
3,3070,4.0,1999-12-11 13:42:09
3,3072,4.0,1999-12-11 13:22:47
3,3098,4.0,1999-12-11 13:21:08
3,3142,4.0,1999-12-11 13:02:28
3,5060,5.0,1999-12-11 13:04:10
4,6,3.0,1996-08-24 09:33:47
4,10,4.0,1996-08-24 09:28:42
4,19,3.0,1996-08-24 09:29:54
4,32,1.0,1996-08-24 09:31:01
4,165,3.0,1996-08-24 09:27:32
4,329,3.0,1996-08-24 09:28:18
4,350,4.0,1996-08-24 09:31:27
4,356,4.0,1996-08-24 09:28:42
4,367,3.0,1996-08-24 09:29:54
4,368,4.0,1996-08-24 09:33:18
4,370,4.0,1996-08-24 09:34:03
4,377,4.0,1996-08-24 09:29:54
4,380,3.0,1996-08-24 09:27:05
4,420,3.0,1996-08-24 09:30:19
4,431,4.0,1996-08-24 09:35:57
4,440,3.0,1996-08-24 09:31:27
4,454,5.0,1996-08-24 09:29:04
4,480,4.0,1996-08-24 09:29:04
4,489,4.0,1996-08-24 09:39:35
4,519,3.0,1996-08-24 09:38:43
4,520,4.0,1996-08-24 09:34:42
4,531,3.0,1996-08-24 09:37:37
4,548,3.0,1996-08-24 09:40:54
4,586,4.0,1996-08-24 09:30:38
4,589,4.0,1996-08-24 09:29:22
4,594,4.0,1996-08-24 09:34:25
4,596,4.0,1996-08-24 09:37:04
4,733,5.0,1996-08-24 09:35:22
5,2,3.0,1996-12-25 15:26:09
5,11,5.0,1996-12-25 15:29:11
5,17,3.0,1996-12-25 15:15:35
5,60,3.0,1996-12-26 16:26:29
5,62,5.0,1996-12-25 15:15:35
5,104,2.0,1996-12-25 15:16:32
5,110,4.0,1996-12-25 15:26:09
5,140,2.0,1996-12-25 15:16:52
5,141,5.0,1996-12-25 15:15:35
5,150,5.0,1996-12-25 15:25:14
5,224,2.0,1996-12-25 15:27:30
5,235,3.0,1996-12-25 15:28:43
5,260,5.0,1996-12-25 15:26:48
5,282,4.0,1996-12-25 15:26:09
5,316,4.0,1996-12-26 16:27:13
5,318,5.0,1996-12-25 15:26:48
5,350,4.0,1996-12-25 15:28:08
5,364,5.0,1996-12-25 15:26:09
5,367,3.0,1996-12-25 15:27:30
5,368,5.0,1996-12-25 15:27:30
5,370,4.0,1996-12-25 15:26:48
5,376,4.0,1996-12-26 16:24:34
5,377,5.0,1996-12-25 15:28:43
5,380,5.0,1996-12-25 15:25:15
5,440,5.0,1996-12-25 15:26:09
5,454,5.0,1996-12-25 15:28:43
5,457,5.0,1996-12-25 15:25:15
5,475,4.0,1996-12-25 15:27:30
5,480,4.0,1996-12-25 15:25:15
5,491,4.0,1996-12-25 15:26:47
5,500,5.0,1996-12-25 15:26:09
5,508,5.0,1996-12-25 15:28:08
5,515,3.0,1996-12-25 15:29:11
5,529,4.0,1996-12-25 15:27:30
5,531,5.0,1996-12-25 15:29:11
5,587,4.0,1996-12-25 15:26:48
5,588,5.0,1996-12-25 15:28:08
5,589,5.0,1996-12-25 15:26:09
5,590,5.0,1996-12-25 15:25:14
5,593,3.0,1996-12-25 15:25:15
5,594,5.0,1996-12-26 16:26:29
5,595,5.0,1996-12-25 15:25:15
5,608,3.0,1996-12-25 15:16:01
5,631,3.0,1996-12-25 15:17:36
5,648,3.0,1996-12-25 15:15:35
5,671,5.0,1996-12-25 15:17:36
5,708,3.0,1996-12-25 15:16:31
5,720,5.0,1996-12-25 15:27:30
5,736,5.0,1996-12-25 15:15:35
